Animal,Age,Gender,Breed,WBC,RBC,Hemoglobin,Platelets,Glucose,ALT,AST,Urea,Creatinine,Symptom_Fever,Symptom_Lethargy,Symptom_Vomiting,Symptom_Diarrhea,Symptom_WeightLoss,Symptom_SkinLesion,Symptom_Coughing,Symptom_Lameness,Category,Disease
Sheep,5.7,Female,Mixed,9.2,6.8,14.0,342.0,99.0,32.0,27.0,25.0,1.5,0,0,0,0,0,0,1,0,Respiratory,Lungworm Disease
Chicken,1.0,Male,Crossbreed,7.2,5.5,15.8,248.0,85.0,25.0,52.0,29.0,0.9,0,0,0,0,0,0,0,1,Musculoskeletal,Tendon Rupture
Horse,8.3,Male,Crossbreed,7.3,4.7,13.3,354.0,87.0,35.0,21.0,32.0,1.0,0,0,0,0,0,0,0,0,Cardiovascular,Arrhythmia
Pig,12.3,Male,Purebred,9.2,5.9,12.4,369.0,102.0,44.0,57.0,26.0,0.8,0,0,1,1,0,0,0,0,Gastrointestinal,Gastric Ulcers
Rabbit,12.3,Male,Purebred,6.7,5.8,12.5,294.0,107.0,35.0,27.0,24.0,1.3,0,0,0,0,0,0,0,0,Gastrointestinal,Enterocolitis
Cattle,0.9,Female,Crossbreed,7.7,4.7,14.9,310.0,97.0,41.0,46.0,35.0,1.3,0,0,0,0,0,0,0,0,Cardiovascular,Myocarditis
Snake,10.6,Female,Mixed,9.8,4.5,13.2,214.0,115.0,44.0,41.0,18.0,1.1,0,0,0,0,0,0,0,0,Cardiovascular,Myocarditis
Snake,3.3,Female,Crossbreed,15.8,5.2,14.5,295.0,120.0,36.0,58.0,23.0,1.3,0,0,0,0,0,0,0,0,Bacterial,Mycobacteriosis
Ferret,14.2,Male,Mixed,8.1,6.0,15.3,399.0,105.0,35.0,29.0,19.0,1.4,0,0,0,0,0,0,0,1,Musculoskeletal,Arthritis
Sheep,5.6,Male,Mixed,8.0,5.3,14.5,262.0,106.0,47.0,53.0,30.0,1.0,0,0,0,0,0,0,0,0,Cardiovascular,Valvular Disease
Ferret,8.1,Male,Crossbreed,7.6,5.1,13.7,256.0,91.0,42.0,32.0,22.0,1.1,0,0,0,0,0,0,0,0,Metabolic,Insulinoma
Turtle,5.4,Male,Mixed,7.2,7.0,13.3,321.0,132.0,96.0,43.0,19.0,0.9,0,0,0,0,0,0,0,0,Metabolic,Hypocalcemia
Turkey,1.9,Male,Crossbreed,7.1,6.1,15.1,207.0,108.0,37.0,38.0,33.0,1.4,0,0,0,0,0,0,0,0,Respiratory,Airsacculitis
Goat,14.7,Female,Mixed,10.1,6.5,13.9,203.0,102.0,45.0,59.0,16.0,1.2,0,0,0,0,0,0,0,0,Viral,Peste des Petits Ruminants
Turtle,11.4,Female,Mixed,9.6,6.0,12.0,373.0,81.0,20.0,44.0,34.0,1.4,0,0,0,0,0,0,0,0,Viral,Herpesvirus
Llama,5.9,Male,Crossbreed,9.2,5.3,12.2,358.0,106.0,53.0,59.0,20.0,0.9,0,0,1,1,0,0,0,0,Gastrointestinal,Acidosis
Pig,3.6,Male,Purebred,6.2,5.3,14.2,246.0,113.0,49.0,31.0,30.0,1.0,0,0,0,0,0,0,0,0,Parasitic,Trichinosis
Snake,0.8,Male,Purebred,7.5,5.2,12.6,303.0,119.0,26.0,30.0,24.0,1.2,0,0,0,0,0,0,0,0,Cardiovascular,Cardiomyopathy
Duck,12.8,Male,Crossbreed,7.9,6.9,14.9,331.0,106.0,56.0,58.0,19.0,1.1,0,0,0,0,0,0,0,0,Cardiovascular,Endocarditis
Pig,2.0,Female,Mixed,15.6,5.4,14.7,380.0,90.0,25.0,53.0,33.0,1.0,1,0,0,0,0,0,0,0,Viral,PRRS
Chicken,9.7,Female,Mixed,7.2,6.6,13.1,273.0,96.0,28.0,55.0,17.0,1.2,0,0,1,1,0,0,0,0,Gastrointestinal,Necrotic Enteritis
GuineaPig,7.7,Male,Mixed,7.3,4.7,14.6,310.0,91.0,44.0,33.0,19.0,1.5,0,0,0,0,1,0,0,0,Parasitic,Trixacarus Mites
Snake,14.5,Female,Mixed,10.9,6.7,15.1,297.0,85.0,59.0,45.0,25.0,1.4,1,0,0,0,0,0,0,0,Bacterial,Salmonellosis
Pig,11.7,Female,Crossbreed,16.5,6.0,12.7,227.0,98.0,48.0,44.0,32.0,1.1,0,0,0,0,0,0,0,0,Bacterial,Anthrax
GuineaPig,5.0,Male,Mixed,7.8,5.7,15.6,317.0,109.0,35.0,40.0,30.0,1.3,0,0,0,0,0,0,0,0,Cardiovascular,Pericarditis
Duck,9.7,Female,Purebred,12.1,5.2,14.1,392.0,94.0,32.0,44.0,19.0,1.2,1,0,0,0,0,0,0,0,Bacterial,E.coli
Lizard,6.0,Female,Mixed,10.0,6.0,13.0,357.0,108.0,31.0,24.0,15.0,1.2,0,0,0,0,0,0,0,0,Viral,Adenovirus
Ferret,10.5,Female,Mixed,6.6,5.1,12.0,391.0,92.0,38.0,36.0,30.0,1.0,0,0,1,1,0,0,0,0,Gastrointestinal,Intestinal Blockage
Horse,10.7,Male,Purebred,7.2,5.2,13.2,281.0,117.0,82.0,52.0,20.0,1.4,0,0,0,0,0,0,0,0,Metabolic,Liver Disease
Fish,5.2,Female,Purebred,9.9,6.5,13.7,387.0,84.0,24.0,47.0,19.0,1.4,0,0,1,1,0,0,0,0,Gastrointestinal,Bloat
Fish,1.8,Female,Crossbreed,6.0,6.0,13.3,285.0,97.0,46.0,21.0,29.0,0.8,0,0,0,1,0,0,0,0,Gastrointestinal,Intestinal Blockage
Llama,11.9,Female,Purebred,8.0,5.7,12.9,303.0,99.0,28.0,60.0,32.0,1.4,0,0,0,0,0,0,0,0,Cardiovascular,Endocarditis
Snake,1.1,Male,Mixed,7.6,5.4,13.5,397.0,155.0,62.0,44.0,20.0,1.2,0,0,0,0,0,0,0,0,Metabolic,Kidney Disease
Cattle,8.1,Male,Mixed,9.2,5.0,15.9,364.0,111.0,54.0,31.0,24.0,1.2,0,0,0,0,1,0,0,0,Parasitic,Roundworm
Cattle,4.2,Male,Crossbreed,11.3,5.8,13.2,278.0,92.0,34.0,52.0,21.0,1.4,1,0,0,0,0,0,0,0,Viral,Bovine Viral Diarrhea
Turkey,5.7,Female,Purebred,16.0,5.8,15.9,380.0,88.0,40.0,44.0,31.0,1.4,0,0,0,0,0,0,0,0,Viral,Newcastle Disease
Turkey,10.3,Male,Purebred,9.9,6.8,12.5,223.0,102.0,50.0,35.0,18.0,1.2,0,0,0,0,0,0,1,0,Respiratory,Turkey Rhinotracheitis
Sheep,5.5,Male,Mixed,8.8,6.3,14.2,262.0,95.0,33.0,57.0,32.0,1.2,0,0,0,0,0,0,0,1,Musculoskeletal,Footrot
Horse,9.4,Male,Purebred,8.2,5.4,15.8,365.0,135.0,67.0,54.0,26.0,1.0,0,0,0,0,0,0,0,0,Metabolic,Laminitis
Turkey,11.4,Male,Crossbreed,10.7,6.1,15.3,375.0,91.0,24.0,29.0,34.0,1.1,0,0,0,0,0,0,0,0,Bacterial,Fowl Typhoid
Alpaca,8.8,Female,Purebred,7.4,5.5,12.7,377.0,85.0,27.0,39.0,34.0,1.0,0,0,0,0,1,0,0,0,Parasitic,Lice
Dog,10.2,Female,Mixed,8.8,6.5,12.5,280.0,89.0,29.0,25.0,28.0,1.3,0,0,0,0,0,0,0,0,Cardiovascular,Dilated Cardiomyopathy
Goat,5.2,Female,Purebred,11.7,6.0,15.0,206.0,90.0,52.0,58.0,33.0,1.3,1,0,0,0,0,0,0,0,Viral,Caprine Arthritis Encephalitis
Turkey,7.0,Male,Mixed,9.9,5.8,13.2,230.0,88.0,80.0,50.0,26.0,1.4,0,0,0,0,0,0,0,0,Metabolic,Ascites Syndrome
Duck,3.6,Male,Crossbreed,7.3,5.3,14.3,243.0,91.0,45.0,50.0,30.0,1.1,0,0,1,1,0,0,0,0,Gastrointestinal,Coccidiosis GI
Goat,6.4,Male,Crossbreed,7.0,5.6,15.6,284.0,155.0,57.0,27.0,16.0,1.1,0,0,0,0,0,0,0,0,Metabolic,Pregnancy Toxemia
Fish,9.1,Female,Crossbreed,8.6,4.4,14.8,352.0,81.0,35.0,49.0,23.0,0.8,0,0,0,0,1,0,0,0,Parasitic,Gyrodactylus
Pig,4.5,Male,Purebred,8.0,6.5,14.8,298.0,90.0,40.0,47.0,24.0,0.9,0,0,0,1,0,0,0,0,Gastrointestinal,Proliferative Enteropathy
Cattle,14.2,Male,Mixed,6.3,6.3,14.3,211.0,98.0,37.0,26.0,23.0,1.0,0,0,0,0,0,0,0,0,Cardiovascular,Pericarditis
Dog,6.9,Female,Crossbreed,8.6,5.7,12.6,393.0,121.0,96.0,55.0,16.0,1.3,0,0,0,0,0,0,0,0,Metabolic,Diabetes Mellitus
Dog,13.7,Female,Purebred,16.7,6.7,13.7,210.0,118.0,23.0,34.0,27.0,0.9,1,0,0,0,0,0,0,0,Viral,Kennel Cough
Alpaca,7.4,Male,Purebred,14.4,5.7,15.6,315.0,113.0,41.0,32.0,17.0,1.0,1,0,0,0,0,0,0,0,Bacterial,Clostridium Perfringens
Duck,4.3,Male,Mixed,7.2,5.1,12.6,371.0,104.0,34.0,41.0,20.0,1.2,0,0,0,0,0,0,0,0,Musculoskeletal,Lameness
Cattle,4.9,Female,Mixed,14.0,5.3,12.5,264.0,113.0,21.0,30.0,23.0,1.3,1,0,0,0,0,0,0,0,Bacterial,Tuberculosis
Cat,3.8,Male,Mixed,9.3,6.0,12.2,300.0,120.0,32.0,40.0,28.0,0.9,0,0,0,0,0,0,0,0,Cardiovascular,Myocarditis
GuineaPig,3.6,Male,Mixed,6.9,6.9,13.5,388.0,96.0,28.0,25.0,32.0,0.8,0,0,0,0,0,0,0,0,Cardiovascular,Heart Failure
Turtle,5.8,Female,Crossbreed,6.3,6.0,13.7,304.0,87.0,22.0,35.0,25.0,1.3,0,0,0,0,0,0,0,0,Cardiovascular,Heart Failure
Sheep,1.4,Male,Crossbreed,9.1,6.5,12.6,206.0,107.0,54.0,50.0,19.0,1.2,0,0,0,0,0,0,1,0,Respiratory,Pneumonia
Sheep,5.1,Female,Mixed,9.9,6.8,13.8,227.0,109.0,30.0,27.0,23.0,1.2,0,0,0,0,0,0,0,0,Musculoskeletal,Laminitis
Cat,14.8,Female,Purebred,8.7,5.6,13.2,239.0,96.0,47.0,22.0,25.0,1.1,0,0,0,0,0,0,0,0,Cardiovascular,Arrhythmia
Chicken,14.3,Male,Mixed,15.3,6.0,13.9,390.0,118.0,57.0,55.0,16.0,1.1,1,0,0,0,0,0,0,0,Bacterial,Mycoplasma
Fish,12.5,Male,Crossbreed,9.9,5.4,13.4,347.0,106.0,51.0,23.0,27.0,1.5,0,0,0,0,0,0,0,0,Bacterial,Columnaris
Pig,5.2,Male,Mixed,8.2,5.7,12.6,358.0,99.0,38.0,55.0,26.0,1.3,0,0,1,1,0,0,0,0,Gastrointestinal,Colitis
Goat,10.5,Female,Purebred,7.7,5.5,13.3,343.0,102.0,30.0,47.0,33.0,1.0,0,0,0,0,1,0,0,0,Parasitic,Coccidiosis
Sheep,1.0,Female,Crossbreed,12.3,6.2,15.4,210.0,95.0,46.0,36.0,16.0,1.3,0,0,0,0,0,0,0,0,Bacterial,Enterotoxemia
Horse,7.9,Female,Purebred,8.3,5.5,13.6,219.0,118.0,55.0,23.0,18.0,1.2,0,0,0,1,0,0,0,0,Gastrointestinal,Impaction
Ferret,14.2,Female,Crossbreed,11.6,5.6,12.0,212.0,91.0,42.0,23.0,34.0,1.1,1,0,0,0,0,0,0,0,Viral,Influenza
Pig,3.2,Male,Mixed,9.0,6.3,13.1,224.0,82.0,54.0,23.0,17.0,1.0,0,0,1,1,0,0,0,0,Gastrointestinal,Gastric Ulcers
Dog,4.0,Female,Mixed,9.0,3.8,12.8,398.0,94.0,31.0,23.0,29.0,1.2,0,0,0,0,1,0,0,0,Parasitic,Tapeworm
Duck,5.6,Female,Crossbreed,14.6,6.3,13.0,253.0,83.0,37.0,45.0,31.0,1.4,0,0,0,0,0,0,0,0,Viral,Avian Influenza
Parrot,12.2,Female,Purebred,6.3,5.6,15.9,380.0,96.0,55.0,21.0,21.0,1.3,0,0,0,0,0,0,1,0,Respiratory,Airsacculitis
Fish,12.0,Female,Mixed,12.0,7.0,14.8,337.0,91.0,55.0,22.0,20.0,0.9,1,0,0,0,0,0,0,0,Bacterial,Columnaris
Fish,13.2,Male,Purebred,6.3,5.2,13.0,391.0,106.0,111.0,56.0,23.0,1.0,0,0,0,0,0,0,0,0,Metabolic,Swim Bladder Disorder
Duck,4.4,Male,Mixed,8.0,6.2,12.6,215.0,88.0,37.0,56.0,26.0,1.3,0,0,0,0,0,0,1,0,Respiratory,Bronchitis
Cattle,13.1,Female,Crossbreed,7.1,6.9,12.3,264.0,96.0,48.0,22.0,33.0,1.3,0,0,0,1,0,0,0,0,Gastrointestinal,Johne Disease
Goat,11.6,Female,Crossbreed,8.7,5.4,15.0,382.0,123.0,37.0,36.0,20.0,0.8,0,0,0,0,0,0,0,0,Metabolic,Pregnancy Toxemia
Parrot,0.8,Female,Mixed,9.9,6.4,13.7,224.0,84.0,48.0,37.0,23.0,1.1,0,0,0,0,0,0,0,0,Metabolic,Obesity
Sheep,14.0,Female,Crossbreed,9.6,5.3,15.3,239.0,81.0,41.0,33.0,16.0,1.5,0,0,0,0,0,0,0,1,Musculoskeletal,Footrot
Cat,6.2,Male,Mixed,6.7,6.0,14.4,294.0,95.0,27.0,38.0,17.0,1.4,0,0,0,0,0,0,0,0,Respiratory,URI Complex
Lizard,5.0,Male,Crossbreed,8.1,6.8,15.6,250.0,109.0,21.0,25.0,25.0,1.0,0,0,0,0,0,0,0,1,Musculoskeletal,Fractures
Turtle,13.4,Male,Crossbreed,7.8,4.9,15.5,348.0,84.0,39.0,28.0,21.0,1.1,0,0,0,0,1,0,0,0,Parasitic,Leeches
Turtle,9.7,Male,Crossbreed,9.1,6.2,13.0,378.0,112.0,26.0,53.0,34.0,1.2,0,0,0,0,0,0,1,0,Respiratory,Respiratory Infection
Duck,11.3,Female,Purebred,9.1,4.8,15.1,285.0,110.0,29.0,53.0,26.0,0.8,0,0,0,0,0,0,0,0,Cardiovascular,Heart Failure
Fish,11.3,Male,Mixed,7.7,6.9,14.0,331.0,115.0,59.0,56.0,30.0,1.2,0,0,0,0,0,0,0,0,Metabolic,Fatty Liver
Dog,15.0,Male,Purebred,6.9,6.1,12.4,260.0,161.0,59.0,26.0,15.0,1.2,0,0,0,0,0,0,0,0,Metabolic,Diabetes Mellitus
Chicken,9.2,Male,Crossbreed,8.6,5.3,13.0,350.0,103.0,43.0,28.0,28.0,1.3,0,0,0,0,0,0,0,1,Musculoskeletal,Arthritis
Fish,10.3,Female,Crossbreed,13.5,6.8,14.1,319.0,120.0,59.0,43.0,16.0,1.1,1,0,0,0,0,0,0,0,Bacterial,Vibriosis
Chicken,13.3,Male,Mixed,6.1,6.7,15.4,210.0,78.0,62.0,22.0,23.0,1.5,0,0,0,0,0,0,0,0,Metabolic,Rickets
Chicken,15.0,Male,Crossbreed,7.0,5.1,14.3,389.0,98.0,55.0,43.0,33.0,1.0,0,0,0,0,1,0,0,0,Parasitic,Tapeworm
Llama,5.0,Female,Crossbreed,6.9,5.9,15.5,319.0,98.0,52.0,50.0,22.0,1.2,0,0,0,0,0,0,0,0,Cardiovascular,Pericarditis
Ferret,2.0,Male,Purebred,6.5,5.1,12.4,320.0,102.0,47.0,35.0,23.0,1.2,0,0,0,0,0,0,0,0,Musculoskeletal,Osteochondrosis
Turtle,8.5,Male,Crossbreed,7.3,5.2,14.9,227.0,82.0,51.0,56.0,30.0,1.4,0,0,0,0,0,0,0,1,Musculoskeletal,Soft Shell
Alpaca,2.0,Female,Mixed,8.6,6.2,14.9,368.0,115.0,27.0,28.0,15.0,0.9,0,0,0,1,0,0,0,0,Gastrointestinal,Enterotoxemia
Parrot,9.0,Male,Purebred,9.2,5.4,14.5,338.0,82.0,23.0,27.0,20.0,1.3,0,0,0,0,0,0,0,0,Parasitic,Feather Mites
Lizard,7.9,Male,Purebred,7.4,4.1,14.4,332.0,106.0,30.0,52.0,33.0,1.0,0,0,0,0,1,0,0,0,Parasitic,Mites
Snake,7.7,Female,Purebred,8.1,4.6,15.9,207.0,117.0,39.0,28.0,28.0,1.2,0,0,0,0,1,0,0,0,Parasitic,Ticks
Lizard,9.7,Male,Crossbreed,9.5,4.9,13.6,272.0,114.0,49.0,56.0,34.0,1.0,0,0,0,0,1,0,0,0,Parasitic,Mites
Fish,14.9,Male,Mixed,8.1,6.4,14.1,287.0,104.0,75.0,31.0,29.0,1.4,0,0,0,0,0,0,0,0,Metabolic,Malnutrition
Cattle,9.5,Male,Mixed,15.3,5.8,14.5,347.0,81.0,24.0,24.0,20.0,1.1,1,0,0,0,0,0,0,0,Bacterial,Mastitis
GuineaPig,11.2,Female,Purebred,6.4,5.2,14.9,300.0,111.0,55.0,30.0,29.0,1.2,0,0,0,0,0,0,0,0,Cardiovascular,Endocarditis
Chicken,7.0,Male,Purebred,12.1,5.7,14.7,309.0,82.0,57.0,27.0,24.0,1.5,0,0,0,0,0,0,0,0,Bacterial,Salmonellosis
Dog,8.9,Female,Purebred,8.0,6.3,14.7,364.0,108.0,59.0,38.0,16.0,1.1,0,0,1,0,0,0,0,0,Gastrointestinal,Gastric Dilation
Fish,3.9,Female,Mixed,14.5,6.4,12.7,308.0,85.0,41.0,30.0,24.0,1.3,0,0,0,0,0,0,0,0,Bacterial,Edwardsiella
Pig,14.1,Female,Purebred,6.4,6.1,13.6,318.0,89.0,35.0,59.0,34.0,1.4,0,0,0,0,0,0,0,1,Musculoskeletal,Arthritis
Pig,4.3,Male,Purebred,7.4,4.9,14.6,319.0,117.0,51.0,42.0,34.0,1.2,0,0,0,0,1,0,0,0,Parasitic,Sarcoptic Mange
Llama,9.0,Male,Purebred,8.0,5.9,15.3,264.0,99.0,28.0,30.0,28.0,0.9,0,0,0,0,0,0,1,0,Respiratory,Aspergillosis
Chicken,5.7,Male,Purebred,18.3,5.9,14.7,341.0,113.0,59.0,33.0,20.0,0.9,1,0,0,0,0,0,0,0,Viral,Infectious Bronchitis
Sheep,14.5,Female,Crossbreed,8.7,6.7,12.3,275.0,81.0,27.0,45.0,33.0,1.2,0,0,0,0,0,0,0,1,Musculoskeletal,Laminitis
Sheep,9.9,Female,Mixed,8.3,5.8,14.2,229.0,119.0,56.0,49.0,29.0,1.4,0,0,0,0,0,0,0,0,Metabolic,Pregnancy Toxemia
Turtle,3.3,Female,Purebred,11.5,5.4,15.0,354.0,112.0,32.0,55.0,29.0,1.4,1,0,0,0,0,0,0,0,Viral,Iridovirus
Horse,5.0,Male,Mixed,8.1,5.7,15.2,383.0,110.0,49.0,28.0,32.0,0.8,0,0,1,1,0,0,0,0,Gastrointestinal,Colic
Pig,13.4,Female,Purebred,7.5,6.0,15.4,371.0,114.0,44.0,39.0,21.0,0.8,0,0,0,0,0,0,0,1,Musculoskeletal,Osteochondrosis
Goat,12.7,Male,Mixed,9.7,4.5,15.8,291.0,84.0,47.0,56.0,24.0,1.3,0,0,0,0,0,0,0,0,Parasitic,Tapeworm
Horse,6.7,Male,Mixed,7.8,3.9,13.2,289.0,105.0,45.0,43.0,21.0,1.5,0,0,0,0,0,0,0,0,Parasitic,Threadworm
Snake,0.7,Female,Purebred,6.1,4.5,12.6,348.0,92.0,51.0,22.0,27.0,1.0,0,0,0,0,0,0,0,0,Cardiovascular,Arrhythmia
Pig,14.4,Male,Crossbreed,13.5,5.3,13.9,279.0,119.0,60.0,36.0,18.0,1.4,1,0,0,0,0,0,0,0,Viral,Pseudorabies
Pig,13.6,Female,Purebred,13.1,5.0,15.7,300.0,89.0,20.0,42.0,20.0,1.2,0,0,0,0,0,0,0,0,Viral,Pseudorabies
GuineaPig,0.7,Male,Crossbreed,7.8,6.0,12.6,375.0,108.0,37.0,55.0,33.0,0.8,0,0,0,0,0,0,0,1,Musculoskeletal,Fractures
Duck,1.6,Male,Purebred,9.2,6.8,15.0,369.0,94.0,34.0,58.0,33.0,1.2,0,0,0,0,0,0,1,0,Respiratory,Bronchitis
Pig,6.4,Female,Mixed,12.7,5.9,14.1,266.0,82.0,46.0,25.0,22.0,1.0,1,0,0,0,0,0,0,0,Bacterial,Mycoplasma Pneumonia
Lizard,6.4,Female,Purebred,17.2,6.5,14.7,349.0,107.0,39.0,25.0,31.0,0.8,1,0,0,0,0,0,0,0,Bacterial,Pseudomonas
Ferret,11.9,Female,Purebred,6.2,6.0,16.0,271.0,98.0,31.0,40.0,18.0,1.0,0,0,0,0,0,0,0,1,Musculoskeletal,Muscular Dystrophy
Alpaca,11.5,Male,Crossbreed,6.2,4.7,14.6,363.0,118.0,50.0,37.0,21.0,0.9,0,0,0,0,1,0,0,0,Parasitic,Internal Worms
Cat,7.6,Female,Purebred,6.7,7.0,14.9,220.0,101.0,48.0,45.0,23.0,1.0,0,0,0,0,0,0,0,1,Musculoskeletal,Fractures
Goat,1.8,Female,Mixed,11.0,6.8,12.4,271.0,114.0,52.0,54.0,33.0,1.4,1,0,0,0,0,0,0,0,Bacterial,Anthrax
Cattle,11.0,Female,Purebred,9.3,4.9,15.9,242.0,109.0,42.0,57.0,20.0,0.8,0,0,0,0,1,0,0,0,Parasitic,Theileriosis
Ferret,8.8,Male,Mixed,10.0,6.0,15.4,368.0,112.0,38.0,56.0,22.0,1.1,0,0,0,1,0,0,0,0,Gastrointestinal,Helicobacter
Parrot,14.4,Male,Crossbreed,9.1,5.4,13.3,306.0,106.0,33.0,59.0,33.0,1.0,0,0,0,0,0,0,0,0,Parasitic,Feather Mites
Snake,9.1,Female,Purebred,7.8,6.7,15.2,227.0,93.0,55.0,41.0,23.0,1.4,1,0,0,0,0,0,0,0,Bacterial,Pseudomonas
Snake,4.3,Male,Purebred,8.8,4.5,14.7,251.0,113.0,38.0,59.0,15.0,1.1,0,0,0,0,1,0,0,0,Parasitic,Coccidia
Alpaca,6.9,Female,Crossbreed,12.2,6.8,13.4,287.0,89.0,37.0,29.0,28.0,1.1,1,0,0,0,0,0,0,0,Viral,Bluetongue
Cattle,14.0,Female,Crossbreed,6.7,5.5,12.3,206.0,101.0,33.0,59.0,18.0,1.4,0,0,0,0,0,0,0,1,Musculoskeletal,Arthritis
Snake,12.6,Male,Mixed,8.7,6.5,12.5,329.0,120.0,26.0,26.0,24.0,1.2,1,0,0,0,0,0,0,0,Viral,Reovirus
Duck,8.7,Male,Crossbreed,9.8,6.9,12.9,386.0,109.0,21.0,30.0,23.0,1.2,0,0,1,1,0,0,0,0,Gastrointestinal,Sour Crop
Turkey,5.0,Male,Purebred,9.8,4.7,12.1,280.0,93.0,47.0,40.0,23.0,1.0,0,0,0,0,0,0,0,0,Parasitic,Coccidiosis
Cat,5.1,Female,Purebred,6.3,6.9,12.7,271.0,117.0,117.0,49.0,18.0,1.1,0,0,0,0,0,0,0,0,Metabolic,Hyperthyroidism
Turtle,6.7,Female,Purebred,9.8,5.0,15.6,347.0,87.0,39.0,60.0,28.0,0.9,0,0,0,0,0,0,1,0,Respiratory,URI Complex
Pig,1.7,Male,Crossbreed,7.2,7.0,14.2,376.0,97.0,49.0,31.0,33.0,1.1,0,0,0,0,0,0,1,0,Respiratory,Pneumonia
Turtle,6.4,Female,Crossbreed,7.7,6.1,12.6,237.0,99.0,34.0,38.0,24.0,0.9,0,0,0,0,0,0,0,1,Musculoskeletal,Metabolic Bone Disease
Goat,11.8,Female,Purebred,8.2,5.3,13.1,391.0,89.0,22.0,42.0,20.0,1.5,0,0,0,0,0,0,0,1,Musculoskeletal,Footrot
Fish,6.6,Female,Purebred,9.2,5.2,14.8,297.0,85.0,31.0,22.0,22.0,1.0,0,0,0,0,0,0,1,0,Respiratory,Gill Hyperplasia
Duck,4.5,Female,Mixed,6.1,5.9,13.5,367.0,102.0,61.0,59.0,30.0,1.3,0,0,0,0,0,0,0,0,Metabolic,Gout
GuineaPig,2.0,Female,Mixed,9.1,5.7,15.8,281.0,109.0,28.0,48.0,15.0,0.9,0,0,0,0,0,0,0,0,Cardiovascular,Endocarditis
Horse,11.8,Male,Mixed,8.8,6.4,14.6,273.0,111.0,45.0,44.0,31.0,1.0,0,0,0,0,0,0,1,0,Respiratory,Pneumonia
Pig,5.4,Male,Crossbreed,8.0,5.5,15.6,257.0,114.0,38.0,49.0,17.0,1.2,0,0,0,0,0,0,1,0,Respiratory,Bronchitis
Rabbit,5.6,Female,Crossbreed,6.8,4.5,14.1,324.0,115.0,32.0,59.0,32.0,1.1,0,0,0,0,0,0,0,0,Parasitic,Coccidia
Chicken,13.7,Female,Mixed,7.8,6.8,13.6,331.0,105.0,35.0,23.0,15.0,1.1,0,0,0,0,0,0,1,0,Respiratory,Aspergillosis
Cattle,2.1,Male,Mixed,9.5,6.1,14.6,230.0,100.0,59.0,53.0,29.0,1.2,1,0,0,0,0,0,0,0,Bacterial,Leptospirosis
Chicken,9.8,Male,Purebred,7.6,4.5,13.5,304.0,81.0,39.0,54.0,35.0,1.4,0,0,0,0,0,0,0,0,Cardiovascular,Round Heart Disease
Parrot,3.8,Female,Crossbreed,10.6,5.9,13.1,319.0,112.0,57.0,59.0,22.0,1.4,1,0,0,0,0,0,0,0,Viral,Pox Virus
Fish,14.2,Female,Crossbreed,7.3,5.7,15.0,336.0,109.0,30.0,27.0,29.0,1.0,0,0,0,1,0,0,0,0,Gastrointestinal,Intestinal Blockage
Duck,13.0,Male,Mixed,7.3,6.2,13.0,369.0,95.0,43.0,29.0,16.0,0.9,0,0,0,0,0,0,0,0,Musculoskeletal,Bumblefoot
Snake,11.6,Female,Mixed,6.8,7.0,15.1,231.0,114.0,40.0,23.0,18.0,1.1,0,0,0,0,0,0,1,0,Respiratory,Bacterial URI
Dog,8.6,Male,Crossbreed,8.3,5.6,15.0,230.0,116.0,43.0,47.0,31.0,1.2,0,0,0,0,0,0,0,0,Cardiovascular,Congestive Heart Failure
Llama,13.9,Male,Crossbreed,9.9,6.1,12.7,265.0,109.0,46.0,37.0,34.0,1.3,1,0,0,0,0,0,0,0,Viral,Bluetongue
Chicken,4.4,Male,Purebred,7.5,4.2,13.6,353.0,99.0,32.0,53.0,33.0,1.1,0,0,0,0,1,0,0,0,Parasitic,Tapeworm
Ferret,11.8,Male,Purebred,11.4,5.1,14.5,254.0,99.0,35.0,27.0,25.0,1.1,1,0,0,0,0,0,0,0,Bacterial,Helicobacter
Fish,11.7,Female,Mixed,9.6,6.0,12.9,304.0,81.0,49.0,25.0,17.0,1.5,0,0,0,0,0,0,0,1,Musculoskeletal,Fin Rot
Ferret,12.7,Male,Purebred,9.8,6.0,13.6,333.0,97.0,22.0,49.0,21.0,0.8,0,0,0,1,0,0,0,0,Gastrointestinal,ECE
Duck,14.3,Male,Crossbreed,6.3,4.9,12.4,219.0,114.0,32.0,47.0,25.0,1.0,0,0,0,0,0,0,0,0,Parasitic,Roundworm
Parrot,4.0,Female,Crossbreed,9.5,5.8,12.0,259.0,88.0,44.0,50.0,25.0,0.9,0,0,0,0,0,0,0,0,Respiratory,Aspergillosis
Llama,4.2,Male,Mixed,14.1,6.4,12.8,307.0,97.0,48.0,54.0,21.0,1.4,0,0,0,0,0,0,0,0,Viral,Bovine Viral Diarrhea
Chicken,10.3,Male,Purebred,7.1,5.2,13.3,258.0,98.0,31.0,34.0,33.0,1.0,0,0,1,1,0,0,0,0,Gastrointestinal,Impacted Crop
Dog,1.2,Female,Crossbreed,8.0,6.3,13.6,299.0,94.0,30.0,34.0,19.0,1.3,1,0,0,0,0,0,0,0,Bacterial,Brucellosis
Lizard,13.1,Female,Mixed,8.9,6.3,12.6,355.0,85.0,49.0,60.0,34.0,1.4,0,0,0,0,0,0,0,1,Musculoskeletal,Fractures
